epoch;accuracy;loss;sensitivity;specificity;val_accuracy;val_loss;val_sensitivity;val_specificity
0;0.5074768662452698;1.2988030910491943;0.5249972939491272;0.49042314291000366;0.5111607313156128;1.290966510772705;0.3124999403953552;0.2180059254169464
1;0.5689532160758972;1.2832112312316895;0.6125446557998657;0.5270291566848755;0.511904776096344;1.2803603410720825;0.3340773284435272;0.1971725970506668
2;0.628530740737915;1.271379828453064;0.6825523972511292;0.580559492111206;0.5126488208770752;1.2725615501403809;0.3400297164916992;0.1912202090024948
3;0.6757655143737793;1.2620809078216553;0.7489206790924072;0.6094427108764648;0.511904776096344;1.2666256427764893;0.34523805975914;0.1860118955373764
4;0.7177783250808716;1.2545368671417236;0.7846700549125671;0.6556087732315063;0.5141369104385376;1.2619898319244385;0.3415178060531616;0.1919642686843872
5;0.7569428086280823;1.2483447790145874;0.8263974189758301;0.6959114074707031;0.5260416865348816;1.258289098739624;0.3348213732242584;0.2120535522699356
6;0.7870875597000122;1.2429174184799194;0.864241361618042;0.7186456918716431;0.5334821343421936;1.2549240589141846;0.3482142388820648;0.2068452090024948
7;0.8177071213722229;1.2379597425460815;0.8866379857063293;0.7554847598075867;0.5334821343421936;1.252042531967163;0.34523805975914;0.2098214030265808
8;0.8454782962799072;1.2334346771240234;0.9068880081176758;0.7908203601837158;0.5297619104385376;1.2494170665740967;0.3400297164916992;0.210565447807312
9;0.8623308539390564;1.229399561882019;0.9246053099632263;0.8070644736289978;0.5364583134651184;1.24685800075531;0.3497023284435272;0.2075892686843872
10;0.873012125492096;1.2257442474365234;0.9350608587265015;0.8202869296073914;0.5372023582458496;1.244672179222107;0.34523805975914;0.2127975970506668
11;0.8846427798271179;1.2220921516418457;0.9422792792320251;0.8363636136054993;0.539434552192688;1.2422382831573486;0.3616071045398712;0.1994047462940216
12;0.9003085494041443;1.218442678451538;0.9498668909072876;0.8566225171089172;0.5416666865348816;1.2404123544692993;0.3623511493206024;0.200892835855484
13;0.9095656275749207;1.2151798009872437;0.954926073551178;0.8691213130950928;0.5438988208770752;1.2384885549545288;0.3675594925880432;0.197916641831398
14;0.9181106090545654;1.2121171951293945;0.9568334221839905;0.885525107383728;0.5453869104385376;1.2369287014007568;0.3630951941013336;0.20386902987957
15;0.9245193600654602;1.2089943885803223;0.9623504877090454;0.8934362530708313;0.5446428656578064;1.235106348991394;0.3727678060531616;0.1941964030265808
16;0.9254688024520874;1.206163763999939;0.961980402469635;0.8949113488197327;0.5409226417541504;1.2332689762115479;0.3794642388820648;0.1830357015132904
