epoch;accuracy;loss;sensitivity;specificity;val_accuracy;val_loss;val_sensitivity;val_specificity
0;0.505696177482605;1.1123652458190918;0.5238469839096069;0.48690885305404663;0.5026282668113708;1.0928703546524048;0.2688518166542053;0.23770993947982788
1;0.5601266026496887;1.0888786315917969;0.6162136197090149;0.5060027837753296;0.5050062537193298;1.0816892385482788;0.30691200494766235;0.202481210231781
2;0.6113528609275818;1.0792360305786133;0.6936981678009033;0.5302625298500061;0.5058823823928833;1.0765793323516846;0.28728702664375305;0.22305065393447876
3;0.6442247033119202;1.0730127096176147;0.7621936798095703;0.5279679298400879;0.5025031566619873;1.0721557140350342;0.3228471875190735;0.1842982918024063
4;0.6740902066230774;1.0684840679168701;0.8135650753974915;0.5360402464866638;0.5046308040618896;1.069387674331665;0.3366759121417999;0.172443687915802
5;0.6872230768203735;1.0650172233581543;0.8526669144630432;0.5232290625572205;0.5063830018043518;1.0667102336883545;0.3705647885799408;0.14047560095787048
6;0.704390823841095;1.0623109340667725;0.8775165677070618;0.5338258743286133;0.5080100297927856;1.0649242401123047;0.38661107420921326;0.1261112242937088
7;0.7227452397346497;1.059945821762085;0.9010370373725891;0.5459102392196655;0.5072590708732605;1.0646699666976929;0.3631435036659241;0.14860060811042786
8;0.721202552318573;1.058037281036377;0.9151132106781006;0.5304064154624939;0.5106382966041565;1.0636099576950073;0.37881478667259216;0.1364756077528
9;0.7221914529800415;1.0563082695007324;0.9226157665252686;0.524905264377594;0.5098873376846313;1.0624521970748901;0.3951897919178009;0.11935059726238251
10;0.7183148860931396;1.0547982454299927;0.92922443151474;0.510694682598114;0.509136438369751;1.0611296892166138;0.41298606991767883;0.10074686259031296
11;0.733781635761261;1.0533840656280518;0.9387829899787903;0.531498908996582;0.5097622275352478;1.0614784955978394;0.39714348316192627;0.11707744747400284
12;0.7132911682128906;1.0520936250686646;0.9372011423110962;0.4908071458339691;0.5095118880271912;1.0597742795944214;0.42840737104415894;0.08575750887393951
13;0.726898729801178;1.0509055852890015;0.9448637962341309;0.5113260746002197;0.5085106492042542;1.0595875978469849;0.42690739035606384;0.08616629242897034
14;0.7221123576164246;1.0497993230819702;0.9475243091583252;0.49895402789115906;0.507759690284729;1.059512972831726;0.4236110746860504;0.08854129165410995
15;0.7220727801322937;1.0487308502197266;0.9513869881629944;0.49559372663497925;0.5058823823928833;1.0591450929641724;0.42548608779907227;0.08479128777980804
16;0.7109177112579346;1.0476670265197754;0.9476738572120667;0.4754914343357086;0.504380464553833;1.0581926107406616;0.43465736508369446;0.07417692244052887
17;0.7236155271530151;1.0466786623001099;0.9555599689483643;0.49323785305023193;0.5052565932273865;1.0586994886398315;0.42673608660697937;0.08289314061403275
18;0.7176028490066528;1.045774221420288;0.954014778137207;0.4843403100967407;0.504380464553833;1.0584523677825928;0.42848607897758484;0.08026814460754395
19;0.7174050807952881;1.04481840133667;0.9562353491783142;0.48177212476730347;0.5046308040618896;1.058045506477356;0.43473607301712036;0.07408570498228073
20;0.7163766026496887;1.0438873767852783;0.956660270690918;0.47792381048202515;0.5042552947998047;1.0575076341629028;0.4402823746204376;0.06831256300210953
21;0.7186709046363831;1.0430195331573486;0.9576656222343445;0.48322629928588867;0.5035043954849243;1.0581353902816772;0.43073609471321106;0.07696070522069931
22;0.7138844728469849;1.0420728921890259;0.9575902819633484;0.47216299176216125;0.5030037760734558;1.0569709539413452;0.44286108016967773;0.06426626443862915
23;0.7142009735107422;1.0412009954452515;0.9587107300758362;0.4725547432899475;0.504380464553833;1.0576568841934204;0.43498608469963074;0.07356256246566772
24;0.7212420701980591;1.0402501821517944;0.9607783555984497;0.4828547239303589;0.5042552947998047;1.0575140714645386;0.4378610849380493;0.07053941488265991
25;0.709414541721344;1.039416790008545;0.9587594866752625;0.4611246883869171;0.5028786063194275;1.0566833019256592;0.4432823657989502;0.06389126181602478
26;0.7126186490058899;1.0385552644729614;0.960491955280304;0.4667639136314392;0.5045056343078613;1.0571939945220947;0.43886107206344604;0.06981255859136581
27;0.7162579298019409;1.0377070903778076;0.9598596692085266;0.4746253192424774;0.5025031566619873;1.0556998252868652;0.4509073793888092;0.055891260504722595
28;0.7164556980133057;1.0368982553482056;0.9612346291542053;0.4756651818752289;0.5035043954849243;1.0567384958267212;0.44236108660697937;0.06526626646518707
29;0.712539553642273;1.0360455513000488;0.9610658288002014;0.467040091753006;0.5030037760734558;1.0560585260391235;0.44753238558769226;0.0597662627696991
30;0.7215189933776855;1.0351016521453857;0.9611490964889526;0.48356160521507263;0.5031288862228394;1.0562984943389893;0.44490736722946167;0.06251626461744308
31;0.7198575735092163;1.0343717336654663;0.9625927209854126;0.48166006803512573;0.5037546753883362;1.056589961051941;0.4417360723018646;0.06614126265048981
32;0.7188290953636169;1.0334818363189697;0.9617685675621033;0.47967657446861267;0.5037546753883362;1.0567021369934082;0.441861093044281;0.06601626425981522
33;0.7174445986747742;1.0325900316238403;0.962874174118042;0.4759526252746582;0.5040050148963928;1.0561964511871338;0.4446110725402832;0.06351625919342041
34;0.7223497033119202;1.0317203998565674;0.9627161026000977;0.48666587471961975;0.5032540559768677;1.0565471649169922;0.441861093044281;0.06551626324653625
35;0.723773717880249;1.030828595161438;0.9632790088653564;0.487432599067688;0.5040050148963928;1.0569268465042114;0.4392360746860504;0.06898248195648193
36;0.7289556860923767;1.02997624874115;0.9632373452186584;0.4995114803314209;0.5027534365653992;1.0568866729736328;0.44023609161376953;0.0667324811220169
