epoch;accuracy;loss;sensitivity;specificity;val_accuracy;val_loss;val_sensitivity;val_specificity
0;0.47826087474823;2.675358772277832;0.594406008720398;0.32933294773101807;0.5;2.607473611831665;0.49999985098838806;0.0
1;0.47826087474823;2.615316867828369;0.7288569211959839;0.23127393424510956;0.5;2.6056785583496094;0.49999985098838806;0.0
2;0.46521738171577454;2.577427387237549;0.766080915927887;0.1539553999900818;0.5;2.6034953594207764;0.49999985098838806;0.0
3;0.49130433797836304;2.5514707565307617;0.8468747138977051;0.12923811376094818;0.5;2.6011416912078857;0.49999985098838806;0.0
4;0.48695650696754456;2.530186653137207;0.8837052583694458;0.08242364972829819;0.5;2.598609685897827;0.49999985098838806;0.0
5;0.5130434632301331;2.516964912414551;0.9315570592880249;0.09111808240413666;0.5;2.5960168838500977;0.49999985098838806;0.0
6;0.5043478012084961;2.5059258937835693;0.9374996423721313;0.079621821641922;0.5;2.593384265899658;0.49999985098838806;0.0
7;0.5130434632301331;2.499767541885376;0.9608911871910095;0.08646637946367264;0.5;2.5907320976257324;0.49999985098838806;0.0
8;0.508695662021637;2.488166570663452;0.9453402757644653;0.07840099930763245;0.5;2.5880801677703857;0.49999985098838806;0.0
9;0.5260869860649109;2.4744503498077393;0.967185378074646;0.09693358093500137;0.5;2.5854651927948;0.49999985098838806;0.0
10;0.5347825884819031;2.4626216888427734;0.9631900787353516;0.11199954897165298;0.5;2.5828893184661865;0.49999985098838806;0.0
11;0.5260869860649109;2.4498157501220703;0.961885929107666;0.10599928349256516;0.5;2.580366373062134;0.49999985098838806;0.0
12;0.5347825884819031;2.4517533779144287;0.9541704058647156;0.1277015656232834;0.5;2.577881336212158;0.49999985098838806;0.0
13;0.5478261113166809;2.423827648162842;0.9544559717178345;0.14855195581912994;0.5;2.575531482696533;0.49999985098838806;0.0
14;0.5652173757553101;2.4083251953125;0.960591733455658;0.17286327481269836;0.5;2.573267936706543;0.49999985098838806;0.0
15;0.591304361820221;2.388824701309204;0.9399728775024414;0.23687756061553955;0.5;2.571178436279297;0.49999985098838806;0.0
16;0.613043487071991;2.371424913406372;0.933416485786438;0.29578787088394165;0.5;2.569221019744873;0.49999985098838806;0.0
17;0.6217391490936279;2.3461687564849854;0.9390283226966858;0.3127292990684509;0.5;2.5673797130584717;0.49999985098838806;0.0
18;0.695652186870575;2.323028326034546;0.9330039024353027;0.48061639070510864;0.5;2.5658745765686035;0.49999985098838806;0.0
19;0.7043478488922119;2.3012325763702393;0.946716845035553;0.4654410183429718;0.5;2.564362049102783;0.49999985098838806;0.0
20;0.699999988079071;2.281954288482666;0.9324113130569458;0.45944303274154663;0.5;2.562920570373535;0.49999985098838806;0.0
21;0.739130437374115;2.261000156402588;0.9381154775619507;0.5503780841827393;0.5;2.5616323947906494;0.49999985098838806;0.0
22;0.7652173638343811;2.2356207370758057;0.9767836332321167;0.5547756552696228;0.5;2.5602991580963135;0.49999985098838806;0.0
23;0.7739130258560181;2.2275266647338867;0.9621689319610596;0.6068445444107056;0.5;2.559007406234741;0.49999985098838806;0.0
24;0.7782608866691589;2.2082149982452393;0.9502685070037842;0.6158508062362671;0.5;2.557792901992798;0.49999985098838806;0.0
25;0.791304349899292;2.1843042373657227;0.9779036045074463;0.6041344404220581;0.5;2.556593179702759;0.49999985098838806;0.0
26;0.8391304612159729;2.1595981121063232;0.9861107468605042;0.7036539316177368;0.5;2.5554375648498535;0.49999985098838806;0.0
27;0.865217387676239;2.1422817707061768;0.9833145141601562;0.7498711943626404;0.5;2.5542654991149902;0.49999985098838806;0.0
28;0.8260869383811951;2.1388888359069824;0.9666663408279419;0.6830098628997803;0.5;2.553133487701416;0.49999985098838806;0.0
29;0.843478262424469;2.1255218982696533;0.9999995827674866;0.6981222629547119;0.5;2.5518836975097656;0.49999985098838806;0.0
30;0.926086962223053;2.095670223236084;0.991378903388977;0.8559520840644836;0.5;2.55087947845459;0.49999985098838806;0.0
31;0.8913043737411499;2.083545684814453;0.9926466941833496;0.7857100963592529;0.5;2.5496740341186523;0.49999985098838806;0.0
32;0.8478260636329651;2.1085281372070312;0.9935892820358276;0.7435290813446045;0.5;2.548306941986084;0.49999985098838806;0.0
33;0.9434782862663269;2.0595500469207764;0.9928567409515381;0.8946080803871155;0.5;2.5472185611724854;0.49999985098838806;0.0
34;0.95652174949646;2.041377067565918;0.9880949258804321;0.9256978034973145;0.5;2.546274423599243;0.49999985098838806;0.0
35;0.9347826242446899;2.028372287750244;0.9999997019767761;0.8715878129005432;0.5;2.5449554920196533;0.49999985098838806;0.0
36;0.9652174115180969;2.019523859024048;0.9999996423721313;0.9288957118988037;0.5;2.543936014175415;0.49999985098838806;0.0
37;0.9434782862663269;2.016925096511841;0.9999996423721313;0.869151771068573;0.5;2.5426652431488037;0.49999985098838806;0.0
38;0.95652174949646;2.0271248817443848;0.9999995827674866;0.9085084199905396;0.5;2.54160475730896;0.49999985098838806;0.0
39;0.960869550704956;1.9979321956634521;0.9999996423721313;0.9356817007064819;0.5;2.540266752243042;0.49999985098838806;0.0
40;0.969565212726593;1.9698389768600464;0.9999996423721313;0.9408548474311829;0.5;2.5389702320098877;0.49999985098838806;0.0
41;0.95652174949646;1.983394742012024;0.9999996423721313;0.9186504483222961;0.5;2.537755250930786;0.49999985098838806;0.0
